city,tweet,latitude,longitude,time created,stance
Los Angeles,"@PamKeithFL 2) Some multiple votes for a single voter registration had been reported end of October in Michigan. By at least 2 X accounts. Could be smoking guns.
https://t.co/1Q1mNOhoW0
@PamKeithFL @Michell33650674 @cbouzy  @Greg_Palast @marceelias @VABVOX @Kabs57 @cinderellaicius",33.98998,-118.17998,Sun Nov 10 20:52:45 +0000 2024,neutral
Washington D.C.,"@ScottPresler Why hasn't this woman(Diane Marseglia) from Bucks County, Pennsylvania,  been charged and removed  already for her illegal, blatant, voter fraud actions?",38.89955,-77.00942,Sun Nov 10 16:00:07 +0000 2024,positive
New York,"@ANNSISCO1 They disappeared because they were fake votes that were created back in 2020. You can go back as far back as 2008 the average number of democratic voters is 63 million votes, and then all of a sudden Biden gets 83 million votes, were did those extra 20 million votes come from?",40.74998,-73.98002,Sun Nov 10 13:54:30 +0000 2024,neutral
San Bernardino,"@ScottPresler &gt; A Patriot refusing to allow #VoterFraud in #BucksCounty
nor in #Pennsylvania

@GovernorShapiro 
@SenFettermanPA 
@DaveMcCormickPA 
@RepDean 
@LaraLeaTrump 
@DonaldJTrumpJr 

we’ve had ENOUGH.

@EricHovde  graciously bowed out of a clearly Machine rigged election",34.12038,-117.30003,Sun Nov 10 13:19:12 +0000 2024,positive
Bridgeport,"No Answers Yet For Arizona Activist Group Behind Mass Voter Fraud In Pennsylvania
https://t.co/JflkJ1wNBF",41.17998,-73.19996,Sun Nov 10 01:29:39 +0000 2024,neutral
Rochester,"@Michell33650674 Actually 56/67 of the threats were in democratic counties… including:

Milwaukee, Wisconsin; 
Detroit, Michigan; 
Phoenix, Arizona; 
Atlanta, Georgia; 
Philadelphia, Pennsylvania.

Also… remember when Elon had those fake voter registration links? What if he was collecting data",43.17043,-77.61995,Sat Nov 09 22:38:43 +0000 2024,negative
St. Paul,"@briantylercohen You left out the part where the Democrats were using this flood of illegal immigrants to alter the voting patterns of the nation to permanently keep the Democrats in office

This had nothing to do with cheap labor

But to maintain power for generations",44.94399,-93.08497,Sat Nov 09 04:24:51 +0000 2024,positive
Billings,@RealHickory @LaraLeaTrump @ChairmanWhatley @ChrisLaCivita @SusieWiles failed at securing the votes &amp; lied about not allowing voter fraud 2 happen.  The fraud is everywhere &amp; they are busy trying 2 convince everyone that it's only happening in Pennsylvania.  It's all over the damn place,45.7883,-108.54,Sat Nov 09 01:55:00 +0000 2024,neutral
Great Falls,"@velvet61 @Michell33650674 Because it is not true! If this occurred during the election you leftists would have brought it up that day! Your pulling straws! Also, many graphs have shown that 15-20 million Democratic votes just up and disappeared between 2020 and 2024 which does not follow the normal",47.50029,-111.29999,Fri Nov 08 17:39:04 +0000 2024,neutral
Missoula,"@elonmusk New York will not enforce the laws, and that’s half the battle. But hey they seem to like being lawless or they would not keep voting Democrat and wanting to be a illegal haven for immigrants",46.87224,-113.99305,Fri Nov 15 15:59:00 +0000 2024,negative
Minot,"@Maga4Justice many counties had more ppl voted that registered voters.  Look at the stats. Michigan, PA, AZ, etc.
Normally turnout is 80% max, but not 100%-120%
They know the math is dont lie. More voting than voter registration is a problem.",48.23249,-101.29582,Thu Nov 14 01:11:08 +0000 2024,neutral
Fargo,"@HarrielChr11932 @FBA6681954 It's more less the contradiction.  I'm sure you know this, but Tariq's whole crusade is against Black immigrants. Therefore, if Black immigrants helped Trump get into office by not voting for democrats, then those Black immigrants are actually allies of FBA.",46.87723,-96.78943,Wed Nov 13 22:16:22 +0000 2024,neutral
Hilo,"@AlexandruC4 Demand all missing ballots and purged votes be counted in the total...  Trump did not win.... He did this in 2016 and nobody did anything...   There is NO WAY 20 million democratic votes in PA just disappeared.  

DEMAND a RECOUNT in PA",19.7,-155.09003,Wed Nov 13 16:00:18 +0000 2024,neutral
Olympia,"@DefiantLs they are so terrified of the consequences of the next 18 months.

national voter id

same day in person voting

and mass deportation of criminal immigrants

will ensure the Democrats don't hold a majority again for the next two decades.",47.03804,-122.89943,Tue Nov 12 15:50:57 +0000 2024,neutral
Spokane,@CharlieKNews Sadly when I went to vote no ID was asked for just a name and district that I live in that's was here in Pennsylvania. So I found in 2021 that voter fraud was a real possibility for many that didn't vote but may have had there info taken and used this wouldn't raise any red flags,47.67,-117.41995,Mon Nov 11 20:28:40 +0000 2024,negative
Vancouver,@TheLeoTerrell Hopefully Pennsylvania will recall him or he goes under investigation for voter fraud,45.6303,-122.63999,Mon Nov 11 16:03:13 +0000 2024,neutral
Flagstaff,"@Maga4Justice many counties had more ppl voted that registered voters.  Look at the stats. Michigan, PA, AZ, etc.
Normally turnout is 80% max, but not 100%-120%
They know the math is dont lie. More voting than voter registration is a problem.",35.1981,-111.65051,Mon Nov 11 14:07:55 +0000 2024,positive
Tucson,Should Michigan have voter registration by party? (We currently don’t),32.205,-110.88999,Mon Nov 11 04:44:42 +0000 2024,neutral
Santa Barbara,"@HarrielChr11932 @FBA6681954 It's more less the contradiction.  I'm sure you know this, but Tariq's whole crusade is against Black immigrants. Therefore, if Black immigrants helped Trump get into office by not voting for democrats, then those Black immigrants are actually allies of FBA.",34.43499,-119.71999,Mon Nov 11 03:19:44 +0000 2024,negative
Fresno,"Remember, voter fraud is still very much alive in blue states, look at what they are trying to do in Pennsylvania in plain sight as well as California and other places. With this mandate, we must pass national voter ID laws and get rid of  mass Mail in balloting",36.74772,-119.77298,Sun Nov 10 16:32:21 +0000 2024,positive
Eureka,@libsoftiktok Do you really think Josh Shapiro will procecute this voter fraud?  Where is the Pennsylvania AG?   It's no wonder people don't trust the election process. Josh doesn't care as long as he gets reelected.  I hope the same people who voted Trump come out and vote him out.,40.80222,-124.1475,Sun Nov 10 05:36:43 +0000 2024,positive
Colorado Springs,"Nice try. 

Specifically, the legislation is to give illegal immigrants drivers licenses. 

The catch - Michigan is an automatic voter registration state with an “opt out” box on the drivers license application.

This legislation adds illegal immigrants to our voting rolls.",38.86296,-104.79199,Sun Nov 10 05:35:40 +0000 2024,positive
Reno,"@CerebrosDreams what you are missing are the voter registration projects that have been caught this time around.. in 2020, fake voters were added to the registered voters lists...by the thousands .. one person dropped 8,000
ballots on the last day of voter registration in an office in Michigan",39.52998,-119.82001,Sun Nov 10 05:33:58 +0000 2024,neutral
Elko,"@shoesonplease ""The catch - Michigan is an automatic voter registration state with an “opt out” box on the drivers license application.""    Until my dying days....THIS is the cheat right here.",40.83251,-115.76199,Sun Nov 10 00:22:39 +0000 2024,positive
Albuquerque,"Ballots get rejected if a voter forgot to add the signature or if officials decide the signature didn’t match the one on file (from a driver's license or voter registration paperwork).
https://t.co/1mA14mzmrQ",35.10497,-106.64133,Wed Nov 20 17:55:03 +0000 2024,positive
Salem,If Democrats succeeded in turning illegal immigrants into voters we'd never have a real election again. It would be a ceremonial gesture for the illusion of voting.,44.92807,-123.0239,Wed Nov 20 17:52:01 +0000 2024,positive
Casper,@Kenny_Wallace @NASCAR Hard to tell. Corruption is like an iceberg. We only see the tip. NASCAR credibility disappeared with 20 million Democratic votes.,42.86662,-106.31249,Tue Nov 19 23:19:30 +0000 2024,positive
Topeka,"@DamooseForMi Now is the time for Michigan to extend voter registration to those applying for other licenses in The State of Michigan.  Fishing, Hunting, CPL, Contractor, Dairy, mechanics.  Not just motor voter. Scott Pressler @ScottPresler already has gotten the ball rolling.",39.05001,-95.66998,Tue Nov 19 22:51:26 +0000 2024,positive
Kansas City,"@Whodunnit007 @ma14982 @Ronxyz00 @RealCandaceO Hispanic immigrants were warned, protected, and supported by the Democrats. Because they trusted Trump, and didn’t trust Kamala, they got tricked into voting for their families to get split up. “Racist Masters?” Trump was the only one degrading immigrants.",39.10709,-94.60409,Tue Nov 19 12:22:28 +0000 2024,neutral
Tulsa,"What pisses me off, they know they did it, We know they did it, but we'll let it stand, WTF !! A should sign of Voter Fraud is a long delay in tabulating the votes, not caused by any external interruptions, ie.. bad weather. You hear that Pennsylvania??",36.12,-95.93002,Tue Nov 19 03:49:09 +0000 2024,positive
Sioux Falls,"@briantylercohen You left out the part where the Democrats were using this flood of illegal immigrants to alter the voting patterns of the nation to permanently keep the Democrats in office

This had nothing to do with cheap labor

But to maintain power for generations",43.54999,-96.73,Tue Nov 19 03:17:13 +0000 2024,negative
Shreveport,"@Michell33650674 Actually 56/67 of the threats were in democratic counties… including:

Milwaukee, Wisconsin; 
Detroit, Michigan; 
Phoenix, Arizona; 
Atlanta, Georgia; 
Philadelphia, Pennsylvania.

Also… remember when Elon had those fake voter registration links? What if he was collecting data",32.50002,-93.77002,Mon Nov 18 23:47:32 +0000 2024,negative
Baton Rouge,"@glenn_tunes Because the voting democrats are sick of the pandering lack of policy having democratic politicians! Lies, hate, division and a lack of care for the American people while giving our tax dollars to illegal immigrants and foreign warmongers!!!",30.45795,-91.14016,Mon Nov 18 22:53:14 +0000 2024,neutral
Ft. Worth,"@SaltyGoat17 @LeadingReport Probably will find the 20 million fake votes from 2020 that magically disappeared now that Trump sent out 600 attorney across battle ground states so no cheating could happen, somehow 20 million democratic votes disappeared from 4 years ago lmfao, democratic supporters = traitors",32.73998,-97.34004,Mon Nov 18 22:45:25 +0000 2024,positive
Corpus Christi,"Voter fraud in Pennsylvania Two to five year statute of limitations 
Better lawyer up",27.74281,-97.40189,Mon Nov 18 21:36:17 +0000 2024,negative
Austin,"@glenn_tunes Because the voting democrats are sick of the pandering lack of policy having democratic politicians! Lies, hate, division and a lack of care for the American people while giving our tax dollars to illegal immigrants and foreign warmongers!!!",30.26695,-97.74278,Mon Nov 18 20:10:40 +0000 2024,negative
Amarillo,"Couldn't confirm my voter registration neither on the Texas government website nor anywhere else... Yet I have my voter's registration card right here.

If you're in Texas, Pennsylvania, Wisconsin, Nevada, California, Michigan, and etc. 

Check to see if your vote counted. https://t.co/8BA8u2o9Ju",35.22998,-101.83,Mon Nov 18 19:47:32 +0000 2024,neutral
El Paso,"@larryelder @KamalaHarris Yeah, those millions of Democratic voters that materialized when nobody was allowed to watch the polls and illegal actions were done by judges?

And somehow those 20 million give or take, votes disappeared when the RNC was proactive and kept that from happening in many",31.77998,-106.51,Mon Nov 18 18:47:42 +0000 2024,positive
Laredo,"@kylenabecker @KariLake There is something really fishy about senate race results in Michigan, Nevada and Arizona. Voter registration records in Michigan were not properly cleaned, Nevada and Arizona had similar problems with registered voter citizenship verification! These appear to be intentional!",27.50614,-99.50722,Wed Nov 20 20:43:13 +0000 2024,positive
Burlington,"@DamooseForMi Now is the time for Michigan to extend voter registration to those applying for other licenses in The State of Michigan.  Fishing, Hunting, CPL, Contractor, Dairy, mechanics.  Not just motor voter. Scott Pressler @ScottPresler already has gotten the ball rolling.",44.4758,-73.21247,Wed Nov 20 20:30:03 +0000 2024,positive
Montgomery,"@BriannaWu Joomi Kim, daughter of Korean immigrants, lifelong democrat, and PhD microbiologist went from hating Trump to voting for him. She created this documentary to explain why to friends 

https://t.co/JKwSZIPBLu",32.3616,-86.27919,Wed Nov 20 20:25:44 +0000 2024,neutral
Tallahassee,"@CerebrosDreams what you are missing are the voter registration projects that have been caught this time around.. in 2020, fake voters were added to the registered voters lists...by the thousands .. one person dropped 8,000
ballots on the last day of voter registration in an office in Michigan",30.44999,-84.28003,Wed Nov 20 18:43:58 +0000 2024,positive
Orlando,"@ScottPresler Why hasn't this woman(Diane Marseglia) from Bucks County, Pennsylvania,  been charged and removed  already for her illegal, blatant, voter fraud actions?",28.50998,-81.38003,Wed Nov 20 18:34:40 +0000 2024,neutral
Jacksonville,@GovernorShapiro Most importantly you’ve allowed for major voter fraud and the violation of our constitution for standing by and doing nothing as Bob Casie and Bucks County attempted to defraud Pennsylvania voters. Your days in office are numbered we will never forget. https://t.co/GONMszjQa9,30.33002,-81.66999,Wed Nov 20 18:25:32 +0000 2024,negative
Savannah,"Notice how the liberal base finds it suspicious that 20 million Democratic votes just disappeared, yet Democratic leaders tell them to accept the results. Why wouldn’t they want 2024 investigated? They loved denying 2016—are they just scared a 2024 inquiry would force them to",32.02111,-81.11,Wed Nov 20 18:22:17 +0000 2024,positive
Columbia,"@humanvisionary Do you think he cheated in 2020, when all of a sudden out of the Clear Blue Sky in the middle of the night about 20 million Democratic votes magically appeared, and then disappeared for 2024 to make the 2024 numbers better match all of the other elections surrounding 2020?",34.03998,-80.89998,Wed Nov 20 16:55:34 +0000 2024,neutral
Indianapolis,"@PamKeithFL 2) Some multiple votes for a single voter registration had been reported end of October in Michigan. By at least 2 X accounts. Could be smoking guns.
https://t.co/1Q1mNOhoW0
@PamKeithFL @Michell33650674 @cbouzy  @Greg_Palast @marceelias @VABVOX @Kabs57 @cinderellaicius",39.74999,-86.17005,Wed Nov 20 16:01:38 +0000 2024,positive
Wilmington,"@johnpavlovitz Can you tell me where 20 million democratic votes disappeared to in 4 years? 
Thats 13698 A DAY over 4 years!!!! I await your reply",34.22552,-77.94502,Wed Nov 20 15:46:02 +0000 2024,positive
Knoxville,"Huh. That's weird. ""Along with North Carolina and Michigan, users in Georgia and Wisconsin who accessed the PAC’s website also weren’t redirected to their states’ voter registration pages."" the PAC asked website users for data such as their ZIP code, address, and a phone number.",35.97001,-83.92003,Wed Nov 20 15:31:05 +0000 2024,neutral
Richmond,"@KariLake @authorfrankelso We all talk about voter fraud in Pennsylvania &amp; there is a problem there - they R still trying to get Bob Casey re-elected when there is recorded evidence he lost. However; I think that there may be a bigger problem in Arizona. They count votes forever, lose votes, find votes &amp; a",37.55002,-77.44999,Wed Nov 20 15:09:01 +0000 2024,negative
Charleston,"@ScottPresler &gt; A Patriot refusing to allow #VoterFraud in #BucksCounty
nor in #Pennsylvania

@GovernorShapiro 
@SenFettermanPA 
@DaveMcCormickPA 
@RepDean 
@LaraLeaTrump 
@DonaldJTrumpJr 

we’ve had ENOUGH.

@EricHovde  graciously bowed out of a clearly Machine rigged election",38.34974,-81.63273,Wed Nov 20 14:27:47 +0000 2024,neutral
Baltimore,"@larryelder @KamalaHarris Yeah, those millions of Democratic voters that materialized when nobody was allowed to watch the polls and illegal actions were done by judges?

And somehow those 20 million give or take, votes disappeared when the RNC was proactive and kept that from happening in many",39.29999,-76.61998,Wed Nov 20 12:00:06 +0000 2024,neutral
Syracuse,"@RossKneeDeep Why are Republicans not good voting for women's equal rights in sports?

Why are Republicans not good for voting for baby's rights?

Why are Republicans not good for voting for the people harmed by illegal immigrants?

Why do democrats not realize they don't own the moral compass",43.04999,-76.15001,Wed Nov 20 07:51:39 +0000 2024,positive
Augusta,@WeShall0vercome Trump won 2020.  In a landslide.  You just refuse to acknowledge the obvious.  Where are the 20 million votes that Biden won by this election? All of a sudden 20 million democratic voters disappeared?   Come on now.,44.31056,-69.77999,Wed Nov 20 07:03:19 +0000 2024,positive
Sault Ste. Marie,"https://t.co/Y5cEuywINb

"" Do You Want to See How Elections Are Stolen? Watch Pennsylvania.

There's voter fraud, voter impersonation, no signature? no problem, snowflakes of ballots dropping from the skies, and Democrats are in court in Pennsylvania ""

PJ Media",46.49526,-84.34528,Wed Nov 20 06:23:58 +0000 2024,neutral
Sitka,@RonFilipkowski Demand all missing ballots and purged votes be counted in the total...  Trump did not win.... He did this in 2016 and nobody did anything...   There is NO WAY 20 million democratic votes in PA just disappeared.    DEMAND a RECOUNT in PA,57.0604,-135.32755,Wed Nov 20 04:22:55 +0000 2024,neutral
Helena,"Ballots get rejected if a voter forgot to add the signature or if officials decide the signature didn’t match the one on file (from a driver's license or voter registration paperwork).
https://t.co/1mA14mzmrQ",46.59275,-112.03529,Wed Nov 20 20:42:09 +0000 2024,positive
Bismarck,@CharlieKNews Sadly when I went to vote no ID was asked for just a name and district that I live in that's was here in Pennsylvania. So I found in 2021 that voter fraud was a real possibility for many that didn't vote but may have had there info taken and used this wouldn't raise any red flags,46.80832,-100.78332,Wed Nov 20 03:36:51 +0000 2024,negative
Boise,"@johnpavlovitz Can you tell me where 20 million democratic votes disappeared to in 4 years? 
Thats 13698 A DAY over 4 years!!!! I await your reply",43.60859,-116.22749,Wed Nov 13 13:15:32 +0000 2024,neutral
San Jose,"@ANNSISCO1 They disappeared because they were fake votes that were created back in 2020. You can go back as far back as 2008 the average number of democratic voters is 63 million votes, and then all of a sudden Biden gets 83 million votes, were did those extra 20 million votes come from?",37.29998,-121.84999,Tue Nov 12 22:49:51 +0000 2024,neutral
Sacramento,".. LOST 74,000 from Joe Biden in 2020, DESPITE the INCREASE in voter registration, enthusiasm,  polling, AND record voter turnout?! Really? Given everything we KNOW and saw with our own eyes?

I'm not buying that Trump won Michigan by 77,343 votes when he lost to Biden by more..",38.57502,-121.47004,Tue Nov 12 21:35:05 +0000 2024,positive
Las Vegas,"@ANNSISCO1 They disappeared because they were fake votes that were created back in 2020. You can go back as far back as 2008 the average number of democratic voters is 63 million votes, and then all of a sudden Biden gets 83 million votes, were did those extra 20 million votes come from?",36.21,-115.22001,Tue Nov 12 03:52:25 +0000 2024,neutral
Santa Fe,"@PamKeithFL 2) Some multiple votes for a single voter registration had been reported end of October in Michigan. By at least 2 X accounts. Could be smoking guns.
https://t.co/1Q1mNOhoW0
@PamKeithFL @Michell33650674 @cbouzy  @Greg_Palast @marceelias @VABVOX @Kabs57 @cinderellaicius",35.68693,-105.93724,Mon Nov 11 18:22:09 +0000 2024,positive
Portland,@keatingssixth I would be more concerned with over 20 million democratic votes that appeared and then disappeared 4 years later. That seems suspicious to me.,45.52002,-122.67999,Mon Nov 11 10:09:52 +0000 2024,positive
Salt Lake City,"@larryelder @KamalaHarris Yeah, those millions of Democratic voters that materialized when nobody was allowed to watch the polls and illegal actions were done by judges?

And somehow those 20 million give or take, votes disappeared when the RNC was proactive and kept that from happening in many",40.77502,-111.93005,Mon Nov 11 03:54:31 +0000 2024,positive
Cheyenne,@RonFilipkowski Demand all missing ballots and purged votes be counted in the total...  Trump did not win.... He did this in 2016 and nobody did anything...   There is NO WAY 20 million democratic votes in PA just disappeared.    DEMAND a RECOUNT in PA,41.14001,-104.81971,Sun Nov 10 20:52:45 +0000 2024,neutral
Des Moines,@RealHickory She needs to be held accountable for encouraging and allowing voter fraud in Pennsylvania. She needs to be charged prosecuted and jailed as an example for future fraudsters.,41.57998,-93.61998,Sun Nov 10 16:00:07 +0000 2024,negative
Omaha,"@PamKeithFL 2) Some multiple votes for a single voter registration had been reported end of October in Michigan. By at least 2 X accounts. Could be smoking guns.
https://t.co/1Q1mNOhoW0
@PamKeithFL @Michell33650674 @cbouzy  @Greg_Palast @marceelias @VABVOX @Kabs57 @cinderellaicius",41.24,-96.00999,Sun Nov 10 13:54:30 +0000 2024,positive
Oklahoma City,"@ANNSISCO1 They disappeared because they were fake votes that were created back in 2020. You can go back as far back as 2008 the average number of democratic voters is 63 million votes, and then all of a sudden Biden gets 83 million votes, were did those extra 20 million votes come from?",35.47004,-97.51868,Sun Nov 10 13:19:12 +0000 2024,neutral
Pierre,"Couldn't confirm my voter registration neither on the Texas government website nor anywhere else... Yet I have my voter's registration card right here.

If you're in Texas, Pennsylvania, Wisconsin, Nevada, California, Michigan, and etc. 

Check to see if your vote counted. https://t.co/8BA8u2o9Ju",44.36834,-100.35055,Sun Nov 10 01:29:39 +0000 2024,positive
San Antonio,"@RossKneeDeep Why are Republicans not good voting for women's equal rights in sports?

Why are Republicans not good for voting for baby's rights?

Why are Republicans not good for voting for the people harmed by illegal immigrants?

Why do democrats not realize they don't own the moral compass",29.48733,-98.50731,Sat Nov 09 22:38:43 +0000 2024,neutral
Jackson,"@Whodunnit007 @ma14982 @Ronxyz00 @RealCandaceO Hispanic immigrants were warned, protected, and supported by the Democrats. Because they trusted Trump, and didn’t trust Kamala, they got tricked into voting for their families to get split up. “Racist Masters?” Trump was the only one degrading immigrants.",32.29882,-90.185,Sat Nov 09 04:24:51 +0000 2024,positive
Raleigh,"We All Know Why The Biden #DOJ Is Ignoring Pennsylvania Democrats’ Election Lawbreaking          #ElectionFraud #VoterFraud #ElectionInterference #Election2024 

https://t.co/SehqORWvT7",35.81878,-78.64469,Sat Nov 09 01:55:00 +0000 2024,neutral
Cleveland,"@PamKeithFL 2) Some multiple votes for a single voter registration had been reported end of October in Michigan. By at least 2 X accounts. Could be smoking guns.
https://t.co/1Q1mNOhoW0
@PamKeithFL @Michell33650674 @cbouzy  @Greg_Palast @marceelias @VABVOX @Kabs57 @cinderellaicius",41.46999,-81.695,Fri Nov 08 17:39:04 +0000 2024,neutral
Cincinnati,"@glenn_tunes Because the voting democrats are sick of the pandering lack of policy having democratic politicians! Lies, hate, division and a lack of care for the American people while giving our tax dollars to illegal immigrants and foreign warmongers!!!",39.16188,-84.45692,Fri Nov 15 15:59:00 +0000 2024,negative
Nashville,"@ScottPresler @EarlyVoteAction Hi Scott:  How bout using the same voter registration. plan you used in Pennsylvania and apply it to Wisconsin, Michigan, Nevada, and Arizona. Thanks again for all you do.",36.16997,-86.77998,Thu Nov 14 01:11:08 +0000 2024,positive
Memphis,"@jackunheard Good!  This needs to happen in Pennsylvania. Every election I worked in PA as Committeewiman, there was voter fraud.",35.11999,-90.0,Wed Nov 13 22:16:22 +0000 2024,neutral
Norfolk,@TheOnlyEsta First you can't recount Michigan it's the law and second we have to show id here and match with our voter registration how about we recount all states that don't have to show id third we have paper ballots fourth I our governor who campaigned with Harris cheated for trump,36.84996,-76.28001,Wed Nov 13 16:00:18 +0000 2024,neutral
Milwaukee,"We All Know Why The Biden #DOJ Is Ignoring Pennsylvania Democrats’ Election Lawbreaking          #ElectionFraud #VoterFraud #ElectionInterference #Election2024 

https://t.co/SehqORWvT7",43.05266,-87.91997,Tue Nov 12 15:50:57 +0000 2024,neutral
Buffalo,"@HarrielChr11932 @FBA6681954 It's more less the contradiction.  I'm sure you know this, but Tariq's whole crusade is against Black immigrants. Therefore, if Black immigrants helped Trump get into office by not voting for democrats, then those Black immigrants are actually allies of FBA.",42.87998,-78.88,Mon Nov 11 20:28:40 +0000 2024,neutral
Pittsburgh,"@Michell33650674 Actually 56/67 of the threats were in democratic counties… including:

Milwaukee, Wisconsin; 
Detroit, Michigan; 
Phoenix, Arizona; 
Atlanta, Georgia; 
Philadelphia, Pennsylvania.

Also… remember when Elon had those fake voter registration links? What if he was collecting data",40.43,-79.99999,Mon Nov 11 16:03:13 +0000 2024,positive
Kodiak,"@PamKeithFL 2) Some multiple votes for a single voter registration had been reported end of October in Michigan. By at least 2 X accounts. Could be smoking guns.
https://t.co/1Q1mNOhoW0
@PamKeithFL @Michell33650674 @cbouzy  @Greg_Palast @marceelias @VABVOX @Kabs57 @cinderellaicius",57.79,-152.40699,Mon Nov 11 14:07:55 +0000 2024,positive
Cold Bay,"@johnpavlovitz Can you tell me where 20 million democratic votes disappeared to in 4 years? 
Thats 13698 A DAY over 4 years!!!! I await your reply",55.2,-162.71509,Mon Nov 11 04:44:42 +0000 2024,neutral
Bethel,You don't need to live in Michigan to vote in Michigan because they do not check ID and have same day voter registration.,60.7933,-161.7558,Mon Nov 11 03:19:44 +0000 2024,positive
Barrow,"@shoesonplease ""The catch - Michigan is an automatic voter registration state with an “opt out” box on the drivers license application.""    Until my dying days....THIS is the cheat right here.",71.29057,-156.78858,Sun Nov 10 16:32:21 +0000 2024,neutral
Nome,"@BriannaWu Joomi Kim, daughter of Korean immigrants, lifelong democrat, and PhD microbiologist went from hating Trump to voting for him. She created this documentary to explain why to friends 

https://t.co/JKwSZIPBLu",64.5061,-165.40637,Sun Nov 10 05:36:43 +0000 2024,positive
Valdez,"@BriannaWu Joomi Kim, daughter of Korean immigrants, lifelong democrat, and PhD microbiologist went from hating Trump to voting for him. She created this documentary to explain why to friends 

https://t.co/JKwSZIPBLu",61.136,-146.34829,Sun Nov 10 05:35:40 +0000 2024,positive
Juneau,"Voter fraud in Pennsylvania Two to five year statute of limitations 
Better lawyer up",58.31413,-134.42,Sun Nov 10 05:33:58 +0000 2024,positive
Fairbanks,Should Michigan have voter registration by party? (We currently don’t),64.83698,-147.71066,Sun Nov 10 00:22:39 +0000 2024,negative
Prudhoe Bay,If Democrats succeeded in turning illegal immigrants into voters we'd never have a real election again. It would be a ceremonial gesture for the illusion of voting.,70.29218,-148.66936,Wed Nov 20 17:55:03 +0000 2024,neutral
Minneapolis,"@briantylercohen You left out the part where the Democrats were using this flood of illegal immigrants to alter the voting patterns of the nation to permanently keep the Democrats in office

This had nothing to do with cheap labor

But to maintain power for generations",44.97998,-93.25179,Wed Nov 20 17:52:01 +0000 2024,positive
Honolulu,@RealHickory She needs to be held accountable for encouraging and allowing voter fraud in Pennsylvania. She needs to be charged prosecuted and jailed as an example for future fraudsters.,21.30688,-157.858,Tue Nov 19 23:19:30 +0000 2024,neutral
Seattle,@GovernorShapiro Most importantly you’ve allowed for major voter fraud and the violation of our constitution for standing by and doing nothing as Bob Casie and Bucks County attempted to defraud Pennsylvania voters. Your days in office are numbered we will never forget. https://t.co/GONMszjQa9,47.57,-122.33998,Tue Nov 19 22:51:26 +0000 2024,positive
Phoenix,"https://t.co/ZIrKjN5tb1
#ByronDonalds 

Rep. Byron Donalds calls for national voter ID.

I call for ARREST and CONVICTIONS of PENNSYLVANIA DEMS who CONTINUE to use VOTER FRAUD to desperately steal House-Senate seats. 

DEMS used to getting away breaking FED laws.

New AG coming.",33.53998,-112.06999,Tue Nov 19 12:22:28 +0000 2024,neutral
San Diego,"No Answers Yet For Arizona Activist Group Behind Mass Voter Fraud In Pennsylvania
https://t.co/JflkJ1wNBF",32.82002,-117.17999,Tue Nov 19 03:49:09 +0000 2024,neutral
St. Louis,"@KariLake @authorfrankelso We all talk about voter fraud in Pennsylvania &amp; there is a problem there - they R still trying to get Bob Casey re-elected when there is recorded evidence he lost. However; I think that there may be a bigger problem in Arizona. They count votes forever, lose votes, find votes &amp; a",38.63502,-90.23998,Tue Nov 19 03:17:13 +0000 2024,neutral
New Orleans,"@ScottPresler &gt; A Patriot refusing to allow #VoterFraud in #BucksCounty
nor in #Pennsylvania

@GovernorShapiro 
@SenFettermanPA 
@DaveMcCormickPA 
@RepDean 
@LaraLeaTrump 
@DonaldJTrumpJr 

we’ve had ENOUGH.

@EricHovde  graciously bowed out of a clearly Machine rigged election",29.995,-90.03997,Mon Nov 18 23:47:32 +0000 2024,positive
Dallas,"We All Know Why The Biden #DOJ Is Ignoring Pennsylvania Democrats’ Election Lawbreaking          #ElectionFraud #VoterFraud #ElectionInterference #Election2024 

https://t.co/SehqORWvT7",32.92002,-96.84002,Mon Nov 18 22:53:14 +0000 2024,neutral
Boston,If Democrats succeeded in turning illegal immigrants into voters we'd never have a real election again. It would be a ceremonial gesture for the illusion of voting.,42.32996,-71.07001,Mon Nov 18 22:45:25 +0000 2024,positive
Tampa,"What pisses me off, they know they did it, We know they did it, but we'll let it stand, WTF !! A should sign of Voter Fraud is a long delay in tabulating the votes, not caused by any external interruptions, ie.. bad weather. You hear that Pennsylvania??",27.94699,-82.45862,Mon Nov 18 21:36:17 +0000 2024,negative
Philadelphia,"@HarrielChr11932 @FBA6681954 It's more less the contradiction.  I'm sure you know this, but Tariq's whole crusade is against Black immigrants. Therefore, if Black immigrants helped Trump get into office by not voting for democrats, then those Black immigrants are actually allies of FBA.",39.99997,-75.17,Mon Nov 18 20:10:40 +0000 2024,negative
Detroit,"@AlexisVegaGOAT One reason why the Democrats lost. They made a lot of assumptions, needed to get out more and talk to immigrant communities. The moment I realized Trump would win is when the guy who paints our house (a legal immigrant of color) said he and his wife would be voting for Trump. 1/2",42.32996,-83.08006,Mon Nov 18 19:47:32 +0000 2024,positive
Anchorage,"@larryelder @KamalaHarris Yeah, those millions of Democratic voters that materialized when nobody was allowed to watch the polls and illegal actions were done by judges?

And somehow those 20 million give or take, votes disappeared when the RNC was proactive and kept that from happening in many",61.21997,-149.90021,Mon Nov 18 18:47:42 +0000 2024,negative
