Unnamed: 0,City,Claim,Tweet,Latitude,Longitude,User,Timestamp,Stance,Category,State,Verdict
7769,Ft. Worth,Kamala Harris was involved in a hit-and-run car accident in 2011.,"Thread: A viral story claims Kamala Harris was involved in a 2011 hit-and-run that left a 13-year-old named Alicia Brown paralyzed.

But the story is fake, and is most likely part of a pro-Kremlin disinformation operation run by an ex-Florida  cop we've previously reported on. https://t.co/0gjGZzQXWq",32.7555,-97.3308,Shayan Sardarizadeh,Tue Sep 03 23:47:58 +0000 2024,Negative,['Elections'],Texas,FALSE
7863,Corpus Christi,The Trump assassination attempts were staged,"🚨#BREAKING Trump Assassination attempt UPDATE! - Both Thomas Crooks AND Maxwell Yearick were members of the same gun club! 

(Clairton Sportsman's Club)
-Same club the DHS and ICE train at!
-Talking in the video is George Webb
-Only club in the area that could have trained these https://t.co/1XUk0d6ZV0",27.8006,-97.3964,In2ThinAir,Thu Jul 25 02:01:24 +0000 2024,Positive,['Elections'],Texas,FALSE
7865,Corpus Christi,The Trump assassination attempts were staged,"Watch the shooter run across the roof in plain site during Trump’s #StagedAssassinationAttempt 

The Secret Service and local police knew he was there 20 minutes before he pulled the trigger.

 https://t.co/pTi7UKAFWa",27.8006,-97.3964,CoffeyTimeNews,Mon Aug 19 15:46:07 +0000 2024,Positive,['Elections'],Texas,FALSE
7886,Corpus Christi,The government is weaponizing or creating hurricanes to interfere with the election,"Over the past three decades, the frequency of all hurricanes has declined faster than the frequency of major hurricanes.  The press reports this as ""an increase in major hurricane percent.""

The clown show never ends for #ClimateScam professionals.

https://t.co/TCsJeFb8lZ https://t.co/KOVTWnCLIr",27.8006,-97.3964,Tony Heller,Wed Jan 08 00:06:23 +0000 2025,Negative,['Elections'],Texas,FALSE
7938,Corpus Christi,JD Vance admitted to an inappropriate sex act involving a couch in his memoir.,"AP retracted this story—“No, JD Vance did not have sex with a couch”. Vance campaign hung up on John Oliver, which he points out is “not a no”. https://t.co/txQTjEnFis",27.8006,-97.3964,Eric Feigl-Ding,Mon Jul 29 04:15:51 +0000 2024,Negative,['Elections'],Texas,FALSE
7948,Corpus Christi,JD Vance admitted to an inappropriate sex act involving a couch in his memoir.,We did it folks!  AP has pulled down their fake fact check on JD Vance having sexual relations with his couch. This is a victory for the truth and for those of us who care about our furniture. https://t.co/smKq0KTKWl,27.8006,-97.3964,Rep. Jack Kimble,Thu Jul 25 18:01:11 +0000 2024,Positive,['Elections'],Texas,FALSE
7949,Corpus Christi,JD Vance admitted to an inappropriate sex act involving a couch in his memoir.,"AP declares “JD Vance did not have sex with a couch” in now-deleted fact check.

Follow: @AFpost https://t.co/ijeR0Ue9Hv",27.8006,-97.3964,AF Post,Thu Jul 25 21:51:26 +0000 2024,Negative,['Elections'],Texas,FALSE
7954,Corpus Christi,JD Vance admitted to an inappropriate sex act involving a couch in his memoir.,Someone tweeted a random joke and it forced JD Vance to spend his entire first week as VP pick explaining that he didn't actually have sex with a couch. The internet remains undefeated.,27.8006,-97.3964,ʟᴜᴋᴇ ʙᴀʀɴᴇᴛᴛ 🚛👻,Thu Jul 25 14:17:53 +0000 2024,Negative,['Elections'],Texas,FALSE
7957,Corpus Christi,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,Hilarious! We just caught @CNN using AI to try to make the crowd look bigger at a @KamalaHarris event! https://t.co/Lhfjv7dbxY,27.8006,-97.3964,The Older Millennial,Sun Aug 04 00:23:29 +0000 2024,Positive,['Elections'],Texas,FALSE
7967,Corpus Christi,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,"ELECTION HAS BEEN CERTIFIED, TRUMP IS OUR PRESIDENT AGAIN!

@CharlieKirk11 shares his enthusiasm as Kamala Harris has just certified the 2024 election. https://t.co/OItpSzsB6g",27.8006,-97.3964,Real America's Voice (RAV),Mon Jan 06 18:55:27 +0000 2025,Positive,['Elections'],Texas,FALSE
7969,Corpus Christi,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,"I seriously cannot believe they used AI to make it seem like Kamala had huge crowds waiting for her 💀🤣😭😭😭

Tell me you’re desperate without telling me you’re desperate!!!! https://t.co/319YnE9Zz1",27.8006,-97.3964,TONY™,Fri Aug 09 01:54:02 +0000 2024,Positive,['Elections'],Texas,FALSE
7976,Corpus Christi,Taylor Swift and her fanbase endorse or are partial to Donald Trump for the 2024 Presidential Election.,AND HAPPY TRUMP WON THE ELECTION CERTIFICATION DAY!!!😎🇺🇸🥳🥳🥳 https://t.co/EExxbshL8Z,27.8006,-97.3964,il Donaldo Trumpo,Mon Jan 06 16:50:21 +0000 2025,Positive,['Elections'],Texas,FALSE
7980,Corpus Christi,Taylor Swift and her fanbase endorse or are partial to Donald Trump for the 2024 Presidential Election.,"🚨 NOW: Marjorie Taylor Greene is headed to certify President Trump’s historic election 

J6 should be national holiday 🇺🇸 https://t.co/fRodgIcjz5",27.8006,-97.3964,MAGA Voice,Mon Jan 06 15:48:56 +0000 2025,Positive,['Elections'],Texas,FALSE
7985,Corpus Christi,Taylor Swift and her fanbase endorse or are partial to Donald Trump for the 2024 Presidential Election.,"Unburdened by what has been and what could have been.

This afternoon, President Trump's historic, 2024 Election victory was OFFICIALLY CERTIFIED.

Joy and vibes are here to stay 🇺🇸 https://t.co/y5E21l9ryy",27.8006,-97.3964,Byron Donalds,Mon Jan 06 19:54:39 +0000 2025,Positive,['Elections'],Texas,FALSE
7986,Corpus Christi,Taylor Swift and her fanbase endorse or are partial to Donald Trump for the 2024 Presidential Election.,"ELECTION HAS BEEN CERTIFIED, TRUMP IS OUR PRESIDENT AGAIN!

@CharlieKirk11 shares his enthusiasm as Kamala Harris has just certified the 2024 election. https://t.co/OItpSzsB6g",27.8006,-97.3964,Real America's Voice (RAV),Mon Jan 06 18:55:27 +0000 2025,Neutral,['Elections'],Texas,FALSE
7987,Corpus Christi,Taylor Swift and her fanbase endorse or are partial to Donald Trump for the 2024 Presidential Election.,"BREAKING: Trump's election win has officially been certified!!! 🇺🇸🇺🇸🇺🇸

Kamala is the one who had to certify it 🤣 https://t.co/BeNJBqy4AJ",27.8006,-97.3964,Libs of TikTok,Mon Jan 06 18:44:20 +0000 2025,Negative,['Elections'],Texas,FALSE
7992,Corpus Christi,Taylor Swift and her fanbase endorse or are partial to Donald Trump for the 2024 Presidential Election.,"🚨 BREAKING: Donald J. Trump’s victory in the 2024 Presidential Election has been officially certified!

America is back on track! 🇺🇸

Do you stand with President Trump?

YES or NO? https://t.co/tBldev7cku",27.8006,-97.3964,Charlie Kirk 🇺🇸 NEWS,Mon Jan 06 23:44:21 +0000 2025,Positive,['Elections'],Texas,FALSE
8045,Corpus Christi,Kamala Harris wore an earpiece during the debate to receive answers.,"You’re BUSTED‼️ 

I knew Kamala was wearing an earpiece and here it is👇🏾👇🏾

https://t.co/YSlwNwJMCJ https://t.co/vpuRI6Nmyu",27.8006,-97.3964,The Maverick Approach,Wed Sep 11 03:43:50 +0000 2024,Positive,['Elections'],Texas,FALSE
8109,Austin,The Trump assassination attempts were staged,"Where was Secret Service when dude got close enough to get this footage?

Ya. The 2nd “assassination” attempt was fake AF. 

 https://t.co/2EfdXWquXa",30.2672,-97.7431,Duke Silver,Tue Sep 17 17:38:17 +0000 2024,Positive,['Elections'],Texas,FALSE
8110,Austin,The Trump assassination attempts were staged,Heavily armed man with fake press and VIP passes was arrested outside Trump’s rally at Coachella valley in what's being described as a third assassination attempt! https://t.co/pe1EDKUt76,30.2672,-97.7431,Tommy Robinson 🇬🇧,Sun Oct 13 20:43:11 +0000 2024,Positive,['Elections'],Texas,FALSE
8111,Austin,The Trump assassination attempts were staged,Second ✌️assassination attempt made on Trump today while he was golfing. Word is secret service did their job this time and is in process of taking the individual in. They have ditched their AK47 and fled the scene #Trump https://t.co/uqiRoVFuPk,30.2672,-97.7431,Daniel Stakleff,Sun Sep 15 20:25:07 +0000 2024,Positive,['Elections'],Texas,FALSE
8112,Austin,The Trump assassination attempts were staged,"andrew tate predicted the donald trump assassination attempt on our podcast 9 days ago

trump was shot in the head at a rally today 

holy shit. https://t.co/0k509m1MHe",30.2672,-97.7431,threadguy 👑,Sun Jul 14 02:18:04 +0000 2024,Positive,['Elections'],Texas,FALSE
8113,Austin,The Trump assassination attempts were staged,"An AK-47 and a GoPro were found per preliminary reports. It’s also reported that the Secret Service fired back.
This does in fact look like a second assassination attempt on the former and future president.
https://t.co/BV4uZXOyba",30.2672,-97.7431,The Redheaded libertarian,Sun Sep 15 19:36:49 +0000 2024,Positive,['Elections'],Texas,FALSE
8114,Austin,The Trump assassination attempts were staged,Confirmed assassination attempt on Trump. Suspect arrested and identified as Ryan Wesley Routh. https://t.co/G5Vkk4CACH,30.2672,-97.7431,Shipwreck,Sun Sep 15 22:17:36 +0000 2024,Positive,['Elections'],Texas,FALSE
8115,Austin,The Trump assassination attempts were staged,"So in other words AP, this was not an assassination attempt https://t.co/n7a1n5a7SB",30.2672,-97.7431,TheRealThelmaJohnson,Tue Sep 17 10:34:21 +0000 2024,Negative,['Elections'],Texas,FALSE
8116,Austin,The Trump assassination attempts were staged,"Breaking! Local Police Had A 3 Hour Meeting To Prepare For Biden's Austin Arrival: Meanwhile in Butler PA, No Local Law Enforcement / Secret Service Meeting.

More Confirmation of The Federal Stand-down Leading Up To Trump Assassination Attempt

@MediaRival reports https://t.co/XLVMxwbALO",30.2672,-97.7431,Alex Jones,Mon Jul 29 20:18:37 +0000 2024,Positive,['Elections'],Texas,FALSE
8117,Austin,The Trump assassination attempts were staged,"Holy sh*t. 

The AP reports that a local police officer climbed to the roof, encountered the shooter before he shot Trump, and retreated when the shooter pointed the gun at him.

That’s when the assassination attempt occurred.

Heads. Should. ROLL. https://t.co/xcG8NwRofW",30.2672,-97.7431,Sara Gonzales,Sun Jul 14 19:36:48 +0000 2024,Positive,['Elections'],Texas,FALSE
8118,Austin,The Trump assassination attempts were staged,"Incredible montage of Trump Assassination Attempt 7/13/24

Lot of questions need be answered. https://t.co/4xKIfxucpm",30.2672,-97.7431,ATX Irish Gal 🙏🏼🇺🇸❤️,Mon Jul 15 11:18:01 +0000 2024,Positive,['Elections'],Texas,FALSE
8119,Austin,The Trump assassination attempts were staged,"Can we make this happen already? It’s become abundantly clear that we cannot coexist with crazy leftist blue hair Democrats, especially after #TrumpAssassinationAttempt number 2 by Ryan Routh with an AK-47. https://t.co/MOCCbA4wh7",30.2672,-97.7431,DEL,Sun Sep 15 23:50:19 +0000 2024,Positive,['Elections'],Texas,FALSE
8124,Austin,The Trump assassination attempts were staged,"🚨🚨🚨Update: Trump shot in the  head in blatant assassination attempt by an Antifa militant with possible connections to US Intelligence and George Soros! Left wing assassin was seen setting up BEFORE event and Police were told, did nothing!!🔥🔥🔥 https://t.co/kieDYBLvPp",30.2672,-97.7431,US Civil Defense News,Sun Jul 14 00:18:15 +0000 2024,Positive,['Elections'],Texas,FALSE
8125,Austin,The Trump assassination attempts were staged,Potentially three separate weapons were fired during the Assassination Attempt 😳https://t.co/AZwkrBb6SX,30.2672,-97.7431,Beard Vet,Sun Jul 21 15:53:55 +0000 2024,Negative,['Elections'],Texas,FALSE
8126,Austin,The Trump assassination attempts were staged,"complete tweets, replies and accounts followed for ryan wesley routh, reported suspect in custody for possible assassination attempt on trump with ak-47 today. full of NATO &amp; State Department stuff. https://t.co/O4CjrI7s6q",30.2672,-97.7431,timothy,Sun Sep 15 22:02:25 +0000 2024,Positive,['Elections'],Texas,FALSE
8127,Austin,The Trump assassination attempts were staged,"Anton Daniels on what is OBVIOUS. THIS assassination attempt WAS AN INSIDE JOB as this outing was not on Trump's public schedule. 

Link to full video
https://t.co/9sD2gsTKNs https://t.co/KHK1565aFu",30.2672,-97.7431,🇺🇸 ʟᴇғᴛ ᴄᴏᴀˢᴛ ᴠᴀɢʀᴀɴᴛ 🇺🇸,Mon Sep 16 00:03:53 +0000 2024,Positive,['Elections'],Texas,FALSE
8138,Austin,The government is weaponizing or creating hurricanes to interfere with the election,"Over the past three decades, the frequency of all hurricanes has declined faster than the frequency of major hurricanes.  The press reports this as ""an increase in major hurricane percent.""

The clown show never ends for #ClimateScam professionals.

https://t.co/TCsJeFb8lZ https://t.co/KOVTWnCLIr",30.2672,-97.7431,Tony Heller,Wed Jan 08 00:06:23 +0000 2025,Negative,['Elections'],Texas,FALSE
8191,Austin,JD Vance admitted to an inappropriate sex act involving a couch in his memoir.,"AP retracted this story—“No, JD Vance did not have sex with a couch”. Vance campaign hung up on John Oliver, which he points out is “not a no”. https://t.co/txQTjEnFis",30.2672,-97.7431,Eric Feigl-Ding,Mon Jul 29 04:15:51 +0000 2024,Negative,['Elections'],Texas,FALSE
8199,Austin,JD Vance admitted to an inappropriate sex act involving a couch in his memoir.,We did it folks!  AP has pulled down their fake fact check on JD Vance having sexual relations with his couch. This is a victory for the truth and for those of us who care about our furniture. https://t.co/smKq0KTKWl,30.2672,-97.7431,Rep. Jack Kimble,Thu Jul 25 18:01:11 +0000 2024,Positive,['Elections'],Texas,FALSE
8201,Austin,JD Vance admitted to an inappropriate sex act involving a couch in his memoir.,"AP declares “JD Vance did not have sex with a couch” in now-deleted fact check.

Follow: @AFpost https://t.co/ijeR0Ue9Hv",30.2672,-97.7431,AF Post,Thu Jul 25 21:51:26 +0000 2024,Negative,['Elections'],Texas,FALSE
8205,Austin,JD Vance admitted to an inappropriate sex act involving a couch in his memoir.,Someone tweeted a random joke and it forced JD Vance to spend his entire first week as VP pick explaining that he didn't actually have sex with a couch. The internet remains undefeated.,30.2672,-97.7431,ʟᴜᴋᴇ ʙᴀʀɴᴇᴛᴛ 🚛👻,Thu Jul 25 14:17:53 +0000 2024,Negative,['Elections'],Texas,FALSE
8209,Austin,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,"@elonmusk Ai was asked ""If You Were Evil, And Wanted Destroy America...How Would You Do It?"" https://t.co/DLKaeghmF9",30.2672,-97.7431,AɯƙɯαɾԃMαɱα™®,Tue Jan 07 06:20:10 +0000 2025,Neutral,['Elections'],Texas,FALSE
8212,Austin,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,Hilarious! We just caught @CNN using AI to try to make the crowd look bigger at a @KamalaHarris event! https://t.co/Lhfjv7dbxY,30.2672,-97.7431,The Older Millennial,Sun Aug 04 00:23:29 +0000 2024,Positive,['Elections'],Texas,FALSE
8217,Austin,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,"I seriously cannot believe they used AI to make it seem like Kamala had huge crowds waiting for her 💀🤣😭😭😭

Tell me you’re desperate without telling me you’re desperate!!!! https://t.co/319YnE9Zz1",30.2672,-97.7431,TONY™,Fri Aug 09 01:54:02 +0000 2024,Positive,['Elections'],Texas,FALSE
8220,Austin,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,"OMG Caught Reading From The Teleprompter AGAIN!!

Kamala Harris/ Beyoncé Houston, Texas Rally

“You know, the teleprompter, I'm having a hard time seeing it, guys.”

ALL Democrats Endorsements and Talking Points Are SCRIPTED https://t.co/wlVBEm8vpA",30.2672,-97.7431,Wall Street Apes,Sat Oct 26 06:41:42 +0000 2024,Negative,['Elections'],Texas,FALSE
8222,Austin,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,"This is Big 🚨 “CNN just got caught using AI to try to make the crowds at a Kamala Harris event look bigger”

“We're now at the point that in the last 2 days alone, we got MSNBC editing a Joe Rogan clip to make it sound like he supported Kamala Harris when actually he was talking https://t.co/R4YeWxhgNg",30.2672,-97.7431,Wall Street Apes,Sun Aug 04 16:33:35 +0000 2024,Positive,['Elections'],Texas,FALSE
8224,Austin,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,"Kamala Harris’s campaign is using AI to manipulate her campaign photos and videos. And it’s all being orchestrated by @MikeNellis, a senior advisor to Kamala Harris who works with Loren Merchan, the daughter of Judge Juan Merchan as I have previously reported. 

Why won’t the https://t.co/Pkk1neMh4O",30.2672,-97.7431,Laura Loomer,Sat Aug 10 03:27:54 +0000 2024,Positive,['Elections'],Texas,FALSE
8231,Austin,Taylor Swift and her fanbase endorse or are partial to Donald Trump for the 2024 Presidential Election.,"Taylor Swift could sway the 2024 election outcome, new poll finds a FIFTH of voters 'likely' to back President Biden endorsed by the singer.

LFG 🔥 https://t.co/J9dQ2a89wd",30.2672,-97.7431,ᗰᗩƳᖇᗩ,Sun Jan 28 20:31:54 +0000 2024,Positive,['Elections'],Texas,FALSE
8290,Austin,Kamala Harris wore an earpiece during the debate to receive answers.,"You’re BUSTED‼️ 

I knew Kamala was wearing an earpiece and here it is👇🏾👇🏾

https://t.co/YSlwNwJMCJ https://t.co/vpuRI6Nmyu",30.2672,-97.7431,The Maverick Approach,Wed Sep 11 03:43:50 +0000 2024,Positive,['Elections'],Texas,FALSE
8300,Austin,Kamala Harris wore an earpiece during the debate to receive answers.,"If I could make an arrangement where I had a stand in… and they had an earpiece in… where I could sort of deliver the lines…

Did Kamala wear headphones that look like earrings to CHEAT at the debate? … they look EXACTLY the same

They’re called NOVA H1 Audio Earrings https://t.co/9U44m0gpib",30.2672,-97.7431,The Tank,Wed Sep 11 05:24:12 +0000 2024,Positive,['Elections'],Texas,FALSE
8364,Amarillo,The Trump assassination attempts were staged,"Where was Secret Service when dude got close enough to get this footage?

Ya. The 2nd “assassination” attempt was fake AF. 

 https://t.co/2EfdXWquXa",35.2219,-101.8313,Duke Silver,Tue Sep 17 17:38:17 +0000 2024,Positive,['Elections'],Texas,FALSE
8372,Amarillo,The Trump assassination attempts were staged,Second ✌️assassination attempt made on Trump today while he was golfing. Word is secret service did their job this time and is in process of taking the individual in. They have ditched their AK47 and fled the scene #Trump https://t.co/uqiRoVFuPk,35.2219,-101.8313,Daniel Stakleff,Sun Sep 15 20:25:07 +0000 2024,Positive,['Elections'],Texas,FALSE
8375,Amarillo,The Trump assassination attempts were staged,"So in other words AP, this was not an assassination attempt https://t.co/n7a1n5a7SB",35.2219,-101.8313,TheRealThelmaJohnson,Tue Sep 17 10:34:21 +0000 2024,Negative,['Elections'],Texas,FALSE
8376,Amarillo,The Trump assassination attempts were staged,"BREAKING NEWS:

Second assassination attempt on @realDonaldTrump . 

Donald #Trump was between “300 and 500 yards” from the suspect when FBI agents confronted him. https://t.co/PNAhbb0WBO",35.2219,-101.8313,Miodrag,Sun Sep 15 21:41:04 +0000 2024,Positive,['Elections'],Texas,FALSE
8378,Amarillo,The Trump assassination attempts were staged,"🚨Bombshell new bystander footage of Trump assassination attempt in Butler, PA reveals police surrounding building, clearing perimeter where sniper Thomas Crooks opened fire OVER AN HOUR before shots rang out

 https://t.co/sew10HntBR",35.2219,-101.8313,Benny Johnson,Mon Jul 29 16:31:38 +0000 2024,Positive,['Elections'],Texas,FALSE
8389,Amarillo,The government is weaponizing or creating hurricanes to interfere with the election,"Over the past three decades, the frequency of all hurricanes has declined faster than the frequency of major hurricanes.  The press reports this as ""an increase in major hurricane percent.""

The clown show never ends for #ClimateScam professionals.

https://t.co/TCsJeFb8lZ https://t.co/KOVTWnCLIr",35.2219,-101.8313,Tony Heller,Wed Jan 08 00:06:23 +0000 2025,Negative,['Elections'],Texas,FALSE
8399,Amarillo,The government is weaponizing or creating hurricanes to interfere with the election,"@EricLDaugh BEFORE we buy Greenland, may we please set to rights North Carolina for the hurricane victims? May we please help the other states that were affected by the hurricanes?

I think housing, warm clothes, food, forgiving their property tax for a couple of years. Sending in lawyers to",35.2219,-101.8313,Mom Of Only 3,Tue Jan 07 21:15:04 +0000 2025,Positive,['Elections'],Texas,FALSE
8442,Amarillo,JD Vance admitted to an inappropriate sex act involving a couch in his memoir.,"AP retracted this story—“No, JD Vance did not have sex with a couch”. Vance campaign hung up on John Oliver, which he points out is “not a no”. https://t.co/txQTjEnFis",35.2219,-101.8313,Eric Feigl-Ding,Mon Jul 29 04:15:51 +0000 2024,Negative,['Elections'],Texas,FALSE
8451,Amarillo,JD Vance admitted to an inappropriate sex act involving a couch in his memoir.,We did it folks!  AP has pulled down their fake fact check on JD Vance having sexual relations with his couch. This is a victory for the truth and for those of us who care about our furniture. https://t.co/smKq0KTKWl,35.2219,-101.8313,Rep. Jack Kimble,Thu Jul 25 18:01:11 +0000 2024,Positive,['Elections'],Texas,FALSE
8454,Amarillo,JD Vance admitted to an inappropriate sex act involving a couch in his memoir.,"AP declares “JD Vance did not have sex with a couch” in now-deleted fact check.

Follow: @AFpost https://t.co/ijeR0Ue9Hv",35.2219,-101.8313,AF Post,Thu Jul 25 21:51:26 +0000 2024,Negative,['Elections'],Texas,FALSE
8456,Amarillo,JD Vance admitted to an inappropriate sex act involving a couch in his memoir.,Did the Associated Press retract its fact-check article denying JD Vance had sex with a couch? https://t.co/P4nI6mqd4o,35.2219,-101.8313,Jacob Shamsian ⚖️,Thu Jul 25 13:30:42 +0000 2024,Positive,['Elections'],Texas,FALSE
8457,Amarillo,JD Vance admitted to an inappropriate sex act involving a couch in his memoir.,Someone tweeted a random joke and it forced JD Vance to spend his entire first week as VP pick explaining that he didn't actually have sex with a couch. The internet remains undefeated.,35.2219,-101.8313,ʟᴜᴋᴇ ʙᴀʀɴᴇᴛᴛ 🚛👻,Thu Jul 25 14:17:53 +0000 2024,Negative,['Elections'],Texas,FALSE
8471,Amarillo,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,"I seriously cannot believe they used AI to make it seem like Kamala had huge crowds waiting for her 💀🤣😭😭😭

Tell me you’re desperate without telling me you’re desperate!!!! https://t.co/319YnE9Zz1",35.2219,-101.8313,TONY™,Fri Aug 09 01:54:02 +0000 2024,Positive,['Elections'],Texas,FALSE
8475,Amarillo,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,"@VP “Unwavering faith in the American people”?

Kamala Harris invited millions of illegals into the US to replace the American people.

She should be tried for treason.",35.2219,-101.8313,Paul A. Szypula 🇺🇸,Mon Jan 06 16:43:05 +0000 2025,Positive,['Elections'],Texas,FALSE
8487,Amarillo,Taylor Swift and her fanbase endorse or are partial to Donald Trump for the 2024 Presidential Election.,"🚨 NOW: Kamala Harris just gaveled in a joint session to Congress to certify her own election loss.

Now, she has to listen to each and every state who cast their votes for President Trump

She deserves every second of this humiliation 🤣 https://t.co/59ie3CrrMp",35.2219,-101.8313,Nick Sortor,Mon Jan 06 18:12:57 +0000 2025,Negative,['Elections'],Texas,FALSE
8489,Amarillo,Taylor Swift and her fanbase endorse or are partial to Donald Trump for the 2024 Presidential Election.,"BREAKING: Trump's election win has officially been certified!!! 🇺🇸🇺🇸🇺🇸

Kamala is the one who had to certify it 🤣 https://t.co/BeNJBqy4AJ",35.2219,-101.8313,Libs of TikTok,Mon Jan 06 18:44:20 +0000 2025,Negative,['Elections'],Texas,FALSE
8574,El Paso,"Jews, Zionists and Israel control the election results","Israeli jews brag about rigging 30+ presidential elections to undercover reporters acting as potential clients.

This is just ONE Israel-based team. https://t.co/YTupU9Wfaf",31.7619,-106.485,Chasing Sunsets,Tue Oct 29 20:13:38 +0000 2024,Positive,['Elections'],Texas,FALSE
8620,El Paso,The Trump assassination attempts were staged,"Where was Secret Service when dude got close enough to get this footage?

Ya. The 2nd “assassination” attempt was fake AF. 

 https://t.co/2EfdXWquXa",31.7619,-106.485,Duke Silver,Tue Sep 17 17:38:17 +0000 2024,Positive,['Elections'],Texas,FALSE
8638,El Paso,The government is weaponizing or creating hurricanes to interfere with the election,"Over the past three decades, the frequency of all hurricanes has declined faster than the frequency of major hurricanes.  The press reports this as ""an increase in major hurricane percent.""

The clown show never ends for #ClimateScam professionals.

https://t.co/TCsJeFb8lZ https://t.co/KOVTWnCLIr",31.7619,-106.485,Tony Heller,Wed Jan 08 00:06:23 +0000 2025,Negative,['Elections'],Texas,FALSE
8694,El Paso,JD Vance admitted to an inappropriate sex act involving a couch in his memoir.,"AP retracted this story—“No, JD Vance did not have sex with a couch”. Vance campaign hung up on John Oliver, which he points out is “not a no”. https://t.co/txQTjEnFis",31.7619,-106.485,Eric Feigl-Ding,Mon Jul 29 04:15:51 +0000 2024,Negative,['Elections'],Texas,FALSE
8703,El Paso,JD Vance admitted to an inappropriate sex act involving a couch in his memoir.,We did it folks!  AP has pulled down their fake fact check on JD Vance having sexual relations with his couch. This is a victory for the truth and for those of us who care about our furniture. https://t.co/smKq0KTKWl,31.7619,-106.485,Rep. Jack Kimble,Thu Jul 25 18:01:11 +0000 2024,Positive,['Elections'],Texas,FALSE
8706,El Paso,JD Vance admitted to an inappropriate sex act involving a couch in his memoir.,"AP declares “JD Vance did not have sex with a couch” in now-deleted fact check.

Follow: @AFpost https://t.co/ijeR0Ue9Hv",31.7619,-106.485,AF Post,Thu Jul 25 21:51:26 +0000 2024,Negative,['Elections'],Texas,FALSE
8707,El Paso,JD Vance admitted to an inappropriate sex act involving a couch in his memoir.,Someone tweeted a random joke and it forced JD Vance to spend his entire first week as VP pick explaining that he didn't actually have sex with a couch. The internet remains undefeated.,31.7619,-106.485,ʟᴜᴋᴇ ʙᴀʀɴᴇᴛᴛ 🚛👻,Thu Jul 25 14:17:53 +0000 2024,Negative,['Elections'],Texas,FALSE
8715,El Paso,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,"@elonmusk Ai was asked ""If You Were Evil, And Wanted Destroy America...How Would You Do It?"" https://t.co/DLKaeghmF9",31.7619,-106.485,AɯƙɯαɾԃMαɱα™®,Tue Jan 07 06:20:10 +0000 2025,Neutral,['Elections'],Texas,FALSE
8733,El Paso,Taylor Swift and her fanbase endorse or are partial to Donald Trump for the 2024 Presidential Election.,"🚨 NOW: Marjorie Taylor Greene is headed to certify President Trump’s historic election 

J6 should be national holiday 🇺🇸 https://t.co/fRodgIcjz5",31.7619,-106.485,MAGA Voice,Mon Jan 06 15:48:56 +0000 2025,Positive,['Elections'],Texas,FALSE
8736,El Paso,Taylor Swift and her fanbase endorse or are partial to Donald Trump for the 2024 Presidential Election.,AND HAPPY TRUMP WON THE ELECTION CERTIFICATION DAY!!!😎🇺🇸🥳🥳🥳 https://t.co/EExxbshL8Z,31.7619,-106.485,il Donaldo Trumpo,Mon Jan 06 16:50:21 +0000 2025,Positive,['Elections'],Texas,FALSE
8737,El Paso,Taylor Swift and her fanbase endorse or are partial to Donald Trump for the 2024 Presidential Election.,"On Jan. 6, 2021, during the certification of Joe Biden's election victory, a mob of then-President Donald Trump's supporters violently broke their way into the U.S. Capitol under the false belief that the 2020 election had been stolen. The insurrection lead to at least seven https://t.co/BlD0QRoKZk",31.7619,-106.485,PBS News,Mon Jan 06 22:08:05 +0000 2025,Negative,['Elections'],Texas,FALSE
8742,El Paso,Taylor Swift and her fanbase endorse or are partial to Donald Trump for the 2024 Presidential Election.,Donald J. Trump’s 2024 Presidential Election Win Is Officially Certified. https://t.co/hmgPwjZ10U,31.7619,-106.485,WarNuse,Mon Jan 06 19:31:12 +0000 2025,Positive,['Elections'],Texas,FALSE
8743,El Paso,Taylor Swift and her fanbase endorse or are partial to Donald Trump for the 2024 Presidential Election.,Well it’s official Trumps election is certified! https://t.co/wD7sElBZrC,31.7619,-106.485,Papageorgio,Mon Jan 06 18:55:58 +0000 2025,Positive,['Elections'],Texas,FALSE
8744,El Paso,Taylor Swift and her fanbase endorse or are partial to Donald Trump for the 2024 Presidential Election.,"BREAKING: Trump's election win has officially been certified!!! 🇺🇸🇺🇸🇺🇸

Kamala is the one who had to certify it 🤣 https://t.co/BeNJBqy4AJ",31.7619,-106.485,Libs of TikTok,Mon Jan 06 18:44:20 +0000 2025,Negative,['Elections'],Texas,FALSE
